YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,FLT_DEP_IFR_2,FLT_ARR_IFR_2,FLT_TOT_IFR_2
2025,02,FEB,2025-02-04,LEVX,Vigo,Spain,15,15,30,,,
2025,02,FEB,2025-02-04,LEXJ,Santander,Spain,8,8,16,,,
2025,02,FEB,2025-02-04,LEZG,Zaragoza,Spain,14,7,21,,,
2025,02,FEB,2025-02-04,LEZL,Sevilla,Spain,63,62,125,63,60,123
2025,02,FEB,2025-02-04,ESGG,Göteborg,Sweden,54,53,107,54,53,107
2025,02,FEB,2025-02-04,ESSA,Stockholm - Arlanda,Sweden,230,230,460,230,230,460
2025,02,FEB,2025-02-04,ESSB,Stockholm - Bromma,Sweden,10,9,19,,,
2025,02,FEB,2025-02-04,LSGG,Geneva,Switzerland,200,204,404,200,203,403
2025,02,FEB,2025-02-04,LSGS,Sion,Switzerland,16,14,30,,,
2025,02,FEB,2025-02-04,LSZH,Zürich,Switzerland,283,292,575,283,291,574
2025,02,FEB,2025-02-04,LTAC,Ankara - Esenboğa,Türkiye,116,116,232,,,
2025,02,FEB,2025-02-04,LTAI,Antalya,Türkiye,89,97,186,,,
2025,02,FEB,2025-02-04,LTBA,Istanbul Atatürk,Türkiye,19,16,35,,,
2025,02,FEB,2025-02-04,LTBJ,Izmir - Adnan Menderes,Türkiye,75,73,148,,,
2025,02,FEB,2025-02-04,LTFJ,Istanbul Sabiha Gökçen,Türkiye,323,322,645,,,
2025,02,FEB,2025-02-04,LTFM,Istanbul,Türkiye,662,670,1332,669,675,1344
2025,02,FEB,2025-02-04,EGAA,Belfast - Aldergrove,United Kingdom,52,50,102,,,
2025,02,FEB,2025-02-04,EGAC,Belfast - City Airport,United Kingdom,37,38,75,,,
2025,02,FEB,2025-02-04,EGAE,Londonderry - Eglinton,United Kingdom,3,3,6,,,
2025,02,FEB,2025-02-04,EGBB,Birmingham,United Kingdom,85,81,166,87,82,169
2025,02,FEB,2025-02-04,EGCC,Manchester,United Kingdom,173,174,347,,,
2025,02,FEB,2025-02-04,EGGD,Bristol,United Kingdom,57,55,112,57,56,113
2025,02,FEB,2025-02-04,EGGW,London - Luton,United Kingdom,114,118,232,114,118,232
2025,02,FEB,2025-02-04,EGHI,Southampton,United Kingdom,22,23,45,,,
2025,02,FEB,2025-02-04,EGKB,Biggin Hill,United Kingdom,21,16,37,,,
2025,02,FEB,2025-02-04,EGKK,London - Gatwick,United Kingdom,207,209,416,207,209,416
2025,02,FEB,2025-02-04,EGLC,London - City,United Kingdom,75,76,151,75,76,151
2025,02,FEB,2025-02-04,EGLF,Farnborough,United Kingdom,34,24,58,,,
2025,02,FEB,2025-02-04,EGLL,London - Heathrow,United Kingdom,620,628,1248,620,628,1248
2025,02,FEB,2025-02-04,EGNT,Newcastle,United Kingdom,39,40,79,39,40,79
2025,02,FEB,2025-02-04,EGNX,East Midlands,United Kingdom,53,57,110,,,
2025,02,FEB,2025-02-04,EGPD,Aberdeen,United Kingdom,60,56,116,58,55,113
2025,02,FEB,2025-02-04,EGPF,Glasgow,United Kingdom,75,75,150,77,76,153
2025,02,FEB,2025-02-04,EGPH,Edinburgh,United Kingdom,110,114,224,111,114,225
2025,02,FEB,2025-02-04,EGSS,London - Stansted,United Kingdom,203,208,411,203,208,411
2025,02,FEB,2025-02-05,LATI,Tirana,Albania,61,59,120,,,
2025,02,FEB,2025-02-05,UDYZ,Yerevan,Armenia,39,39,78,,,
2025,02,FEB,2025-02-05,LOWG,Graz,Austria,18,18,36,,,
2025,02,FEB,2025-02-05,LOWI,Innsbruck,Austria,36,37,73,,,
2025,02,FEB,2025-02-05,LOWK,Klagenfurt,Austria,9,8,17,,,
2025,02,FEB,2025-02-05,LOWL,Linz,Austria,15,15,30,,,
2025,02,FEB,2025-02-05,LOWS,Salzburg,Austria,32,28,60,,,
2025,02,FEB,2025-02-05,LOWW,Vienna,Austria,270,263,533,271,263,534
2025,02,FEB,2025-02-05,EBAW,Antwerp,Belgium,12,11,23,,,
2025,02,FEB,2025-02-05,EBBR,Brussels,Belgium,242,240,482,244,242,486
2025,02,FEB,2025-02-05,EBCI,Charleroi,Belgium,66,65,131,65,64,129
2025,02,FEB,2025-02-05,EBLG,Liège,Belgium,47,43,90,,,
2025,02,FEB,2025-02-05,EBOS,Ostend-Bruges,Belgium,3,3,6,,,
2025,02,FEB,2025-02-05,LQSA,Sarajevo,Bosnia and Herzegovina,18,17,35,,,
2025,02,FEB,2025-02-05,LBSF,Sofia,Bulgaria,75,74,149,73,71,144
2025,02,FEB,2025-02-05,LDZA,Zagreb,Croatia,51,53,104,50,52,102
2025,02,FEB,2025-02-05,LCLK,Larnaca,Cyprus,62,60,122,,,
2025,02,FEB,2025-02-05,LCPH,Paphos,Cyprus,14,16,30,,,
2025,02,FEB,2025-02-05,LKKV,Karlovy Vary,Czech Republic,4,4,8,,,
2025,02,FEB,2025-02-05,LKMT,Ostrava,Czech Republic,8,9,17,,,
2025,02,FEB,2025-02-05,LKPR,Prague,Czech Republic,118,116,234,117,114,231
2025,02,FEB,2025-02-05,LKTB,Brno-Tuřany,Czech Republic,4,4,8,,,
2025,02,FEB,2025-02-05,EKCH,Copenhagen - Kastrup,Denmark,270,269,539,269,269,538
2025,02,FEB,2025-02-05,EETN,Tallinn,Estonia,49,44,93,49,44,93
2025,02,FEB,2025-02-05,EETU,Tartu,Estonia,4,4,8,,,
2025,02,FEB,2025-02-05,EFHK,Helsinki - Vantaa,Finland,211,214,425,209,212,421
2025,02,FEB,2025-02-05,LFAQ,Albert-Bray,France,1,1,2,,,
2025,02,FEB,2025-02-05,LFBA,Agen-La Garenne,France,1,1,2,,,
2025,02,FEB,2025-02-05,LFBD,Bordeaux-Mérignac,France,41,43,84,,,
2025,02,FEB,2025-02-05,LFBE,Bergerac-Roumanière,France,1,2,3,,,
2025,02,FEB,2025-02-05,LFBH,La Rochelle-Ile de Ré,France,2,2,4,,,
2025,02,FEB,2025-02-05,LFBI,Poitiers-Biard,France,5,6,11,,,
2025,02,FEB,2025-02-05,LFBL,Limoges-Bellegarde,France,8,13,21,,,
2025,02,FEB,2025-02-05,LFBO,Toulouse-Blagnac,France,92,98,190,75,81,156
2025,02,FEB,2025-02-05,LFBP,Pau-Pyrénées,France,15,13,28,,,
2025,02,FEB,2025-02-05,LFBT,Tarbes-Lourdes Pyrénées,France,6,6,12,,,
2025,02,FEB,2025-02-05,LFBZ,Biarritz-Bayonne-Anglet,France,8,8,16,,,
2025,02,FEB,2025-02-05,LFCR,Rodez-Marcillac,France,5,5,10,,,
2025,02,FEB,2025-02-05,LFGJ,Dôle-Tavaux,France,4,4,8,,,
2025,02,FEB,2025-02-05,LFJL,Metz-Nancy-Lorraine,France,6,8,14,,,
2025,02,FEB,2025-02-05,LFJR,Angers-Marcé,France,1,1,2,,,
2025,02,FEB,2025-02-05,LFKB,Bastia-Poretta,France,15,15,30,,,
2025,02,FEB,2025-02-05,LFKC,Calvi-Sainte-Catherine,France,8,7,15,,,
2025,02,FEB,2025-02-05,LFKF,Figari-Sud Corse,France,6,6,12,,,
2025,02,FEB,2025-02-05,LFKJ,Ajaccio-Napoléon-Bonaparte,France,12,13,25,,,
2025,02,FEB,2025-02-05,LFLB,Chambéry-Aix-les-Bains,France,19,19,38,,,
2025,02,FEB,2025-02-05,LFLC,Clermont-Ferrand-Auvergne,France,13,14,27,,,
2025,02,FEB,2025-02-05,LFLL,Lyon-Saint-Exupéry,France,117,120,237,116,120,236
2025,02,FEB,2025-02-05,LFLP,Annecy-Meythet,France,9,6,15,,,
2025,02,FEB,2025-02-05,LFLS,Grenoble-Isère,France,10,10,20,,,
2025,02,FEB,2025-02-05,LFLX,Châteauroux-Déols,France,3,3,6,,,
2025,02,FEB,2025-02-05,LFLY,Lyon-Bron,France,10,10,20,,,
2025,02,FEB,2025-02-05,LFMD,Cannes-Mandelieu,France,13,12,25,,,
2025,02,FEB,2025-02-05,LFMH,Saint-Etienne-Bouthéon,France,5,7,12,,,
2025,02,FEB,2025-02-05,LFMI,Istres-Le Tubé,France,3,6,9,,,
2025,02,FEB,2025-02-05,LFMK,Carcassonne-Salvaza,France,7,9,16,,,
2025,02,FEB,2025-02-05,LFML,Marseille-Provence,France,96,103,199,99,104,203
2025,02,FEB,2025-02-05,LFMN,Nice-Côte d’Azur,France,128,130,258,128,127,255
2025,02,FEB,2025-02-05,LFMP,Perpignan-Rivesaltes,France,15,15,30,,,
2025,02,FEB,2025-02-05,LFMT,Montpellier-Méditerranée,France,39,37,76,,,
2025,02,FEB,2025-02-05,LFMU,Béziers-Vias,France,5,5,10,,,
2025,02,FEB,2025-02-05,LFMV,Avignon-Caumont,France,6,7,13,,,
2025,02,FEB,2025-02-05,LFOB,Beauvais-Tillé,France,27,27,54,,,
2025,02,FEB,2025-02-05,LFOH,Le Havre-Octeville,France,0,0,0,,,
2025,02,FEB,2025-02-05,LFOK,Châlons-Vatry,France,2,2,4,,,
2025,02,FEB,2025-02-05,LFOP,Rouen,France,3,4,7,,,
2025,02,FEB,2025-02-05,LFOT,Tours-Val de Loire,France,8,6,14,,,
2025,02,FEB,2025-02-05,LFPB,Paris-Le Bourget,France,76,76,152,,,
2025,02,FEB,2025-02-05,LFPG,Paris-Charles-de-Gaulle,France,547,543,1090,547,541,1088
2025,02,FEB,2025-02-05,LFPN,Toussus-le-Noble,France,13,15,28,,,
2025,02,FEB,2025-02-05,LFPO,Paris-Orly,France,211,207,418,211,207,418
2025,02,FEB,2025-02-05,LFQQ,Lille-Lesquin,France,14,13,27,,,
2025,02,FEB,2025-02-05,LFRB,Brest-Bretagne,France,19,21,40,,,
2025,02,FEB,2025-02-05,LFRD,Dinard-Pleurtuit-Saint-Malo,France,2,2,4,,,
2025,02,FEB,2025-02-05,LFRG,Deauville-Normandie,France,7,7,14,,,
2025,02,FEB,2025-02-05,LFRH,Lorient-Lann Bihoué,France,8,8,16,,,
2025,02,FEB,2025-02-05,LFRK,Caen-Carpiquet,France,8,7,15,,,
2025,02,FEB,2025-02-05,LFRN,Rennes-Saint-Jacques,France,16,16,32,,,
2025,02,FEB,2025-02-05,LFRS,Nantes-Atlantique,France,45,42,87,,,
2025,02,FEB,2025-02-05,LFRZ,Saint-Nazaire-Montoir,France,7,7,14,,,
2025,02,FEB,2025-02-05,LFSB,Bâle-Mulhouse,France,83,87,170,83,87,170
2025,02,FEB,2025-02-05,LFSL,Brive-Souillac,France,10,7,17,,,
2025,02,FEB,2025-02-05,LFST,Strasbourg-Entzheim,France,14,16,30,,,
2025,02,FEB,2025-02-05,LFTH,Hyères-Le Palyvestre,France,4,4,8,,,
2025,02,FEB,2025-02-05,LFTW,Nîmes-Garons,France,14,13,27,,,
2025,02,FEB,2025-02-05,UGTB,Tbilisi,Georgia,58,53,111,,,
2025,02,FEB,2025-02-05,EDDB,Berlin - Brandenburg,Germany,227,226,453,229,226,455
2025,02,FEB,2025-02-05,EDDC,Dresden,Germany,19,15,34,16,12,28
2025,02,FEB,2025-02-05,EDDE,Erfurt,Germany,6,5,11,6,4,10
2025,02,FEB,2025-02-05,EDDF,Frankfurt,Germany,506,505,1011,506,505,1011
2025,02,FEB,2025-02-05,EDDG,Muenster-Osnabrueck,Germany,21,20,41,16,15,31
2025,02,FEB,2025-02-05,EDDH,Hamburg,Germany,142,138,280,141,137,278
2025,02,FEB,2025-02-05,EDDK,Cologne-Bonn,Germany,155,153,308,150,152,302
2025,02,FEB,2025-02-05,EDDL,Dusseldorf,Germany,164,163,327,164,163,327
2025,02,FEB,2025-02-05,EDDM,Munich,Germany,381,373,754,381,373,754
2025,02,FEB,2025-02-05,EDDN,Nuremberg,Germany,37,39,76,37,40,77
2025,02,FEB,2025-02-05,EDDP,Leipzig-Halle,Germany,104,103,207,103,103,206
2025,02,FEB,2025-02-05,EDDR,Saarbruecken,Germany,7,7,14,7,6,13
2025,02,FEB,2025-02-05,EDDS,Stuttgart,Germany,93,94,187,96,96,192
2025,02,FEB,2025-02-05,EDDV,Hanover,Germany,48,49,97,47,49,96
2025,02,FEB,2025-02-05,EDDW,Bremen,Germany,34,33,67,33,33,66
2025,02,FEB,2025-02-05,LGAV,Athens,Greece,260,257,517,259,256,515
2025,02,FEB,2025-02-05,LGIR,Heraklion,Greece,14,13,27,,,
2025,02,FEB,2025-02-05,LGKF,Kefallinia,Greece,4,3,7,,,
2025,02,FEB,2025-02-05,LGKO,Kos,Greece,5,5,10,,,
2025,02,FEB,2025-02-05,LGKR,Corfu,Greece,7,8,15,,,
2025,02,FEB,2025-02-05,LGPZ,Aktion,Greece,2,2,4,,,
2025,02,FEB,2025-02-05,LGRP,Rodos,Greece,9,10,19,,,
2025,02,FEB,2025-02-05,LGSA,Khania - Souda,Greece,9,10,19,,,
2025,02,FEB,2025-02-05,LGSK,Skiathos,Greece,1,1,2,,,
2025,02,FEB,2025-02-05,LGSR,Santorini,Greece,14,14,28,,,
2025,02,FEB,2025-02-05,LGTS,Thessaloniki,Greece,54,57,111,,,
2025,02,FEB,2025-02-05,LGZA,Zakinthos,Greece,3,3,6,,,
2025,02,FEB,2025-02-05,LHBP,Budapest - Ferihegy,Hungary,140,143,283,140,142,282
2025,02,FEB,2025-02-05,BIKF,Keflavik,Iceland,32,27,59,31,26,57
2025,02,FEB,2025-02-05,EICK,Cork,Ireland,19,20,39,25,29,54
2025,02,FEB,2025-02-05,EIDL,Donegal,Ireland,2,2,4,,,
2025,02,FEB,2025-02-05,EIDW,Dublin,Ireland,219,217,436,219,217,436
2025,02,FEB,2025-02-05,EIKN,Connaught,Ireland,4,4,8,,,
2025,02,FEB,2025-02-05,EIKY,Kerry - Farranfore,Ireland,3,4,7,,,
2025,02,FEB,2025-02-05,EINN,Shannon,Ireland,22,24,46,,,
2025,02,FEB,2025-02-05,EIWF,Waterford,Ireland,1,1,2,,,
2025,02,FEB,2025-02-05,LLBG,Tel Aviv - Ben Gurion International,Israel,156,157,313,,,
2025,02,FEB,2025-02-05,LIBR,Brindisi,Italy,17,17,34,,,
2025,02,FEB,2025-02-05,LICC,Catania,Italy,59,60,119,58,59,117
2025,02,FEB,2025-02-05,LICJ,Palermo Falcone-Borsellino,Italy,46,46,92,,,
2025,02,FEB,2025-02-05,LIMC,Milan - Malpensa,Italy,242,251,493,241,251,492
2025,02,FEB,2025-02-05,LIME,Bergamo,Italy,97,100,197,96,100,196
2025,02,FEB,2025-02-05,LIMF,Torino Caselle,Italy,56,49,105,54,49,103
2025,02,FEB,2025-02-05,LIML,Milan - Linate,Italy,141,146,287,138,142,280
2025,02,FEB,2025-02-05,LIPE,Bologna,Italy,75,74,149,66,65,131
2025,02,FEB,2025-02-05,LIPH,Treviso,Italy,20,21,41,,,
2025,02,FEB,2025-02-05,LIPZ,Venice,Italy,68,69,137,68,69,137
2025,02,FEB,2025-02-05,LIRA,Rome - Ciampino,Italy,37,40,77,35,37,72
2025,02,FEB,2025-02-05,LIRF,Rome - Fiumicino,Italy,366,361,727,357,352,709
2025,02,FEB,2025-02-05,LIRN,Naples,Italy,58,58,116,57,56,113
2025,02,FEB,2025-02-05,LIRP,Pisa San Giusto,Italy,29,29,58,,,
2025,02,FEB,2025-02-05,EVLA,Liepaja,Latvia,1,1,2,,,
2025,02,FEB,2025-02-05,EVRA,Riga,Latvia,52,56,108,51,55,106
2025,02,FEB,2025-02-05,EYKA,Kaunas,Lithuania,12,13,25,,,
2025,02,FEB,2025-02-05,EYPA,Palanga,Lithuania,3,3,6,,,
2025,02,FEB,2025-02-05,EYSA,Siauliai,Lithuania,7,7,14,,,
2025,02,FEB,2025-02-05,EYVI,Vilnius,Lithuania,44,39,83,,,
2025,02,FEB,2025-02-05,ELLX,Luxembourg,Luxembourg,64,58,122,64,58,122
2025,02,FEB,2025-02-05,LMML,Malta,Malta,65,62,127,65,62,127
2025,02,FEB,2025-02-05,LUKK,Chișinău,Moldova,45,43,88,,,
2025,02,FEB,2025-02-05,LYPG,Podgorica,Montenegro,11,10,21,,,
2025,02,FEB,2025-02-05,GMAD,Al Massira,Morocco,30,28,58,,,
2025,02,FEB,2025-02-05,GMFF,Saïss,Morocco,16,15,31,,,
2025,02,FEB,2025-02-05,GMME,Rabat-Salé,Morocco,33,34,67,,,
2025,02,FEB,2025-02-05,GMMN,Mohammed V International,Morocco,108,104,212,95,105,200
2025,02,FEB,2025-02-05,GMMX,Menara,Morocco,73,73,146,69,71,140
2025,02,FEB,2025-02-05,GMTT,Ibn Batouta,Morocco,23,21,44,,,
2025,02,FEB,2025-02-05,EHAM,Amsterdam - Schiphol,Netherlands,604,599,1203,604,598,1202
2025,02,FEB,2025-02-05,EHBK,Maastricht-Aachen,Netherlands,7,5,12,,,
2025,02,FEB,2025-02-05,EHGG,Groningen,Netherlands,26,23,49,,,
2025,02,FEB,2025-02-05,EHLE,Lelystad,Netherlands,4,5,9,,,
2025,02,FEB,2025-02-05,EHRD,Rotterdam,Netherlands,31,28,59,,,
2025,02,FEB,2025-02-05,ENAL,Alesund,Norway,20,19,39,,,
2025,02,FEB,2025-02-05,ENAN,Andenes,Norway,5,6,11,,,
2025,02,FEB,2025-02-05,ENAT,Alta,Norway,13,12,25,,,
2025,02,FEB,2025-02-05,ENBL,Forde Bringeland,Norway,5,5,10,,,
2025,02,FEB,2025-02-05,ENBN,Bronnoysund Bronnoy,Norway,12,10,22,,,
2025,02,FEB,2025-02-05,ENBO,Bodø,Norway,59,59,118,,,
2025,02,FEB,2025-02-05,ENBR,Bergen,Norway,117,120,237,116,118,234
2025,02,FEB,2025-02-05,ENBS,Batsfjord,Norway,2,1,3,,,
2025,02,FEB,2025-02-05,ENBV,Berlevåg,Norway,0,0,0,,,
2025,02,FEB,2025-02-05,ENCN,Kristiansand Kjevik,Norway,13,13,26,,,
2025,02,FEB,2025-02-05,ENDU,Bardufoss,Norway,3,3,6,,,
2025,02,FEB,2025-02-05,ENEV,Harstad - Narvik Evenes,Norway,12,12,24,,,
2025,02,FEB,2025-02-05,ENFL,Florø,Norway,13,13,26,,,
2025,02,FEB,2025-02-05,ENGM,Oslo - Gardermoen,Norway,273,271,544,273,271,544
2025,02,FEB,2025-02-05,ENHD,Haugesund,Norway,12,12,24,,,
2025,02,FEB,2025-02-05,ENHF,Hammerfest,Norway,11,10,21,,,
2025,02,FEB,2025-02-05,ENHV,Honningsvåg Valan,Norway,2,2,4,,,
2025,02,FEB,2025-02-05,ENKB,Kristiansund Kvernberget,Norway,21,21,42,,,
2025,02,FEB,2025-02-05,ENKR,Kirkenes Høybuktmoen,Norway,9,9,18,,,
2025,02,FEB,2025-02-05,ENLK,Leknes,Norway,9,9,18,,,
2025,02,FEB,2025-02-05,ENMH,Mehamn,Norway,1,1,2,,,
2025,02,FEB,2025-02-05,ENML,Molde Årø,Norway,6,6,12,,,
2025,02,FEB,2025-02-05,ENMS,Mosjøen Kjærstad,Norway,4,5,9,,,
2025,02,FEB,2025-02-05,ENNA,Lakselv Banak,Norway,3,3,6,,,
2025,02,FEB,2025-02-05,ENNM,Namsos Høknesøra,Norway,4,4,8,,,
2025,02,FEB,2025-02-05,ENOV,Orsta¿Volda Hovden,Norway,11,11,22,,,
2025,02,FEB,2025-02-05,ENRA,Mo i Rana Røssvoll,Norway,6,6,12,,,
2025,02,FEB,2025-02-05,ENRM,Rorvik Ryum,Norway,5,5,10,,,
2025,02,FEB,2025-02-05,ENRO,Roros,Norway,2,2,4,,,
2025,02,FEB,2025-02-05,ENRS,Rost,Norway,2,2,4,,,
2025,02,FEB,2025-02-05,ENSB,Svalbard Longyear,Norway,2,2,4,,,
2025,02,FEB,2025-02-05,ENSD,Sandane  Anda,Norway,3,3,6,,,
2025,02,FEB,2025-02-05,ENSG,Sogndal Haukåsen,Norway,9,9,18,,,
2025,02,FEB,2025-02-05,ENSH,Svolvær Helle,Norway,7,7,14,,,
2025,02,FEB,2025-02-05,ENSK,Stokmarknes Skagen,Norway,9,9,18,,,
2025,02,FEB,2025-02-05,ENSR,Sorkjosen,Norway,2,2,4,,,
2025,02,FEB,2025-02-05,ENSS,Vardø Svartnes,Norway,1,1,2,,,
2025,02,FEB,2025-02-05,ENST,Sandnessjøen Stokka,Norway,6,6,12,,,
2025,02,FEB,2025-02-05,ENTC,Tromsø,Norway,70,70,140,,,
2025,02,FEB,2025-02-05,ENVA,Trondheim,Norway,68,70,138,68,70,138
2025,02,FEB,2025-02-05,ENVD,Vadsø,Norway,7,8,15,,,
2025,02,FEB,2025-02-05,ENVR,Værøy,Norway,2,2,4,,,
2025,02,FEB,2025-02-05,ENZV,Stavanger,Norway,89,90,179,88,89,177
2025,02,FEB,2025-02-05,EPBY,Bydgoszcz,Poland,4,4,8,,,
2025,02,FEB,2025-02-05,EPGD,Gdansk,Poland,47,46,93,,,
2025,02,FEB,2025-02-05,EPKK,Krakow - Balice,Poland,89,89,178,,,
2025,02,FEB,2025-02-05,EPKT,Katowice - Pyrzowice,Poland,32,36,68,,,
2025,02,FEB,2025-02-05,EPLB,Lublin,Poland,1,1,2,,,
2025,02,FEB,2025-02-05,EPLL,Lodz - Lublinek,Poland,3,4,7,,,
2025,02,FEB,2025-02-05,EPMO,Warszawa - Modlin,Poland,6,6,12,,,
2025,02,FEB,2025-02-05,EPPO,Poznan - Lawica,Poland,34,30,64,,,
2025,02,FEB,2025-02-05,EPRA,Radom,Poland,3,3,6,,,
2025,02,FEB,2025-02-05,EPRZ,Rzeszow - Jasionka,Poland,18,18,36,,,
2025,02,FEB,2025-02-05,EPSC,Szczecin - Goleniów,Poland,6,6,12,,,
2025,02,FEB,2025-02-05,EPSY,Olsztyn-Mazury,Poland,1,1,2,,,
2025,02,FEB,2025-02-05,EPWA,Warszawa - Chopina,Poland,239,239,478,239,239,478
2025,02,FEB,2025-02-05,EPWR,Wroclaw - Strachowice,Poland,30,29,59,,,
2025,02,FEB,2025-02-05,EPZG,Zielona Gora - Babimost,Poland,2,3,5,,,
2025,02,FEB,2025-02-05,LPAZ,Santa Maria,Portugal,3,3,6,,,
2025,02,FEB,2025-02-05,LPCS,Cascais,Portugal,5,5,10,,,
2025,02,FEB,2025-02-05,LPFL,Flores,Portugal,2,2,4,,,
2025,02,FEB,2025-02-05,LPFR,Faro,Portugal,25,24,49,25,24,49
2025,02,FEB,2025-02-05,LPHR,Horta,Portugal,6,6,12,,,
2025,02,FEB,2025-02-05,LPMA,Madeira,Portugal,25,24,49,,,
2025,02,FEB,2025-02-05,LPPD,Ponta Delgada,Portugal,19,21,40,,,
2025,02,FEB,2025-02-05,LPPR,Porto,Portugal,95,97,192,95,97,192
2025,02,FEB,2025-02-05,LPPS,Porto Santo,Portugal,3,3,6,,,
2025,02,FEB,2025-02-05,LPPT,Lisbon,Portugal,259,251,510,259,253,512
2025,02,FEB,2025-02-05,LWSK,Skopje,Republic of North Macedonia,25,25,50,,,
2025,02,FEB,2025-02-05,LRBS,Bucharest - Băneasa,Romania,10,7,17,,,
2025,02,FEB,2025-02-05,LROP,Bucharest - Otopeni,Romania,147,149,296,147,148,295
2025,02,FEB,2025-02-05,LYBE,Belgrade - Nikola Tesla,Serbia,91,84,175,,,
2025,02,FEB,2025-02-05,LZIB,Bratislava,Slovakia,12,11,23,12,11,23
2025,02,FEB,2025-02-05,LJLJ,Ljubljana,Slovenia,26,26,52,26,26,52
2025,02,FEB,2025-02-05,LJMB,Maribor,Slovenia,5,7,12,,,
2025,02,FEB,2025-02-05,LJPZ,Portorož,Slovenia,1,2,3,,,
2025,02,FEB,2025-02-05,GCFV,Fuerteventura,Spain,59,60,119,59,59,118
2025,02,FEB,2025-02-05,GCGM,La Gomera,Spain,4,4,8,,,
2025,02,FEB,2025-02-05,GCHI,Hierro,Spain,8,8,16,,,
2025,02,FEB,2025-02-05,GCLA,La Palma,Spain,28,30,58,,,
2025,02,FEB,2025-02-05,GCLP,Gran Canaria,Spain,181,177,358,176,170,346
2025,02,FEB,2025-02-05,GCRR,Lanzarote,Spain,67,68,135,66,66,132
2025,02,FEB,2025-02-05,GCTS,Tenerife Sur - Reina Sofia,Spain,121,122,243,120,117,237
2025,02,FEB,2025-02-05,GCXO,Tenerife North,Spain,99,97,196,94,90,184
2025,02,FEB,2025-02-05,GEML,Melilla,Spain,13,13,26,,,
2025,02,FEB,2025-02-05,LEAB,Albacete,Spain,0,2,2,,,
2025,02,FEB,2025-02-05,LEAL,Alicante,Spain,95,96,191,95,96,191
2025,02,FEB,2025-02-05,LEAM,Almeria,Spain,13,13,26,,,
2025,02,FEB,2025-02-05,LEAS,Asturias,Spain,13,13,26,,,
2025,02,FEB,2025-02-05,LEBA,Cordoba,Spain,1,1,2,,,
2025,02,FEB,2025-02-05,LEBB,Bilbao,Spain,51,50,101,51,50,101
2025,02,FEB,2025-02-05,LEBG,Burgos,Spain,2,2,4,,,
2025,02,FEB,2025-02-05,LEBL,Barcelona,Spain,376,377,753,376,375,751
2025,02,FEB,2025-02-05,LEBZ,Badajoz,Spain,7,8,15,,,
2025,02,FEB,2025-02-05,LECO,La Coruna,Spain,16,15,31,,,
2025,02,FEB,2025-02-05,LECU,Madrid - Cuatro Viento,Spain,10,7,17,,,
2025,02,FEB,2025-02-05,LEDA,Lleida - Alguaire,Spain,2,2,4,,,
2025,02,FEB,2025-02-05,LEGE,Gerona,Spain,10,15,25,,,
2025,02,FEB,2025-02-05,LEGR,Granada,Spain,15,15,30,,,
2025,02,FEB,2025-02-05,LEGT,Madrid - Getafe,Spain,3,2,5,,,
2025,02,FEB,2025-02-05,LEIB,Ibiza,Spain,39,41,80,39,40,79
2025,02,FEB,2025-02-05,LEJR,Jerez De La Frontera,Spain,22,22,44,,,
2025,02,FEB,2025-02-05,LELC,Murcia San Javier,Spain,5,9,14,,,
2025,02,FEB,2025-02-05,LELL,Sabadell,Spain,9,3,12,,,
2025,02,FEB,2025-02-05,LELN,Leon,Spain,3,3,6,,,
2025,02,FEB,2025-02-05,LEMD,Madrid - Barajas,Spain,531,535,1066,492,524,1016
2025,02,FEB,2025-02-05,LEMG,Málaga,Spain,148,149,297,147,147,294
2025,02,FEB,2025-02-05,LEMH,Mahon,Spain,23,22,45,,,
2025,02,FEB,2025-02-05,LEMI,Región de Murcia International Airport,Spain,5,5,10,,,
2025,02,FEB,2025-02-05,LEMO,Seville - Moron,Spain,7,4,11,,,
2025,02,FEB,2025-02-05,LEPA,Palma de Mallorca,Spain,118,119,237,117,118,235
2025,02,FEB,2025-02-05,LEPP,Noain Pamplona,Spain,6,5,11,,,
2025,02,FEB,2025-02-05,LERJ,Logrono,Spain,1,1,2,,,
2025,02,FEB,2025-02-05,LERS,Reus,Spain,6,4,10,,,
2025,02,FEB,2025-02-05,LERT,Rota,Spain,12,11,23,,,
2025,02,FEB,2025-02-05,LESA,Salamanca Matalan,Spain,3,3,6,,,
2025,02,FEB,2025-02-05,LESB,Son Bonet,Spain,1,2,3,,,
2025,02,FEB,2025-02-05,LESJ,Palma - Son San Juan,Spain,1,1,2,,,
2025,02,FEB,2025-02-05,LESO,San Sebastian,Spain,3,3,6,,,
2025,02,FEB,2025-02-05,LEST,Santiago,Spain,17,17,34,,,
2025,02,FEB,2025-02-05,LETO,Madrid - Torrejon,Spain,3,4,7,,,
2025,02,FEB,2025-02-05,LEVC,Valencia,Spain,78,82,160,77,77,154
2025,02,FEB,2025-02-05,LEVD,Valladolid,Spain,2,4,6,,,
2025,02,FEB,2025-02-05,LEVT,Vitoria,Spain,18,17,35,,,
2025,02,FEB,2025-02-05,LEVX,Vigo,Spain,12,11,23,,,
2025,02,FEB,2025-02-05,LEXJ,Santander,Spain,10,10,20,,,
